,index,draw,location_id,age_group_id,value
0,0,draw_0,159,8,0.01948672116349876
1,1,draw_0,159,9,0.017684010250861082
2,2,draw_0,159,10,0.018558554238233237
3,3,draw_0,159,11,0.02103104576680467
4,4,draw_0,159,12,0.026311445230529848
5,5,draw_0,159,13,0.023154101633856262
6,6,draw_0,159,14,0.02103013444338287
7,7,draw_0,159,15,0.025137699757619866
8,8,draw_0,159,16,0.022078870659613198
9,9,draw_0,166,8,0.010958236587101794
10,10,draw_0,166,9,0.013441438838721401
11,11,draw_0,166,10,0.013170660722785407
12,12,draw_0,166,11,0.014676732094539952
13,13,draw_0,166,12,0.013164834993154437
14,14,draw_0,166,13,0.01690273689233206
15,15,draw_0,166,14,0.012614509639211357
16,16,draw_0,166,15,0.013760721257360779
17,17,draw_0,166,16,0.011510614063382094
18,18,draw_0,44577,8,0.010454251003965378
19,19,draw_0,44577,9,0.010805012122533682
20,20,draw_0,44577,10,0.01026717973130641
21,21,draw_0,44577,11,0.010665491809822854
22,22,draw_0,44577,12,0.012177593684768749
23,23,draw_0,44577,13,0.015382033726982708
24,24,draw_0,44577,14,0.013312523879304391
25,25,draw_0,44577,15,0.011218669555695972
26,26,draw_0,44577,16,0.008616546563166757
27,27,draw_0,44578,8,0.012632999798811117
28,28,draw_0,44578,9,0.016124390675867833
29,29,draw_0,44578,10,0.013406284688101533
30,30,draw_0,44578,11,0.013923296530359843
31,31,draw_0,44578,12,0.01841193669443579
32,32,draw_0,44578,13,0.018202636660346345
33,33,draw_0,44578,14,0.016407537449628785
34,34,draw_0,44578,15,0.0186013572036946
35,35,draw_0,44578,16,0.01779943724485456
36,36,draw_1,159,8,0.014233512303401467
37,37,draw_1,159,9,0.020048478991180303
38,38,draw_1,159,10,0.01927133937588365
39,39,draw_1,159,11,0.02188673611696767
40,40,draw_1,159,12,0.0229888550172158
41,41,draw_1,159,13,0.024034731932461147
42,42,draw_1,159,14,0.022150358071219817
43,43,draw_1,159,15,0.025782023084212156
44,44,draw_1,159,16,0.026850819347040616
45,45,draw_1,166,8,0.011030338073394106
46,46,draw_1,166,9,0.015391076816720228
47,47,draw_1,166,10,0.014659502308747026
48,48,draw_1,166,11,0.014375496174232895
49,49,draw_1,166,12,0.015033523266264436
50,50,draw_1,166,13,0.01440186547893112
51,51,draw_1,166,14,0.015357444885386779
52,52,draw_1,166,15,0.013358856501461012
53,53,draw_1,166,16,0.011040072240966807
54,54,draw_1,44577,8,0.006771300575816263
55,55,draw_1,44577,9,0.011132673582224762
56,56,draw_1,44577,10,0.007829236901239869
57,57,draw_1,44577,11,0.010309584211705886
58,58,draw_1,44577,12,0.015572445985714145
59,59,draw_1,44577,13,0.012904311802675875
60,60,draw_1,44577,14,0.013110892133428077
61,61,draw_1,44577,15,0.012729816463351659
62,62,draw_1,44577,16,0.010090748221055436
63,63,draw_1,44578,8,0.013254038949735534
64,64,draw_1,44578,9,0.015264019461717397
65,65,draw_1,44578,10,0.015270299296075564
66,66,draw_1,44578,11,0.016114600294338356
67,67,draw_1,44578,12,0.015976323004323976
68,68,draw_1,44578,13,0.01709195148054863
69,69,draw_1,44578,14,0.01719757451801936
70,70,draw_1,44578,15,0.016734134825559122
71,71,draw_1,44578,16,0.014850819126543667
72,72,draw_10,159,8,0.01770885288894898
73,73,draw_10,159,9,0.0241279600235727
74,74,draw_10,159,10,0.018253002322721656
75,75,draw_10,159,11,0.016679185504787294
76,76,draw_10,159,12,0.02498448366460373
77,77,draw_10,159,13,0.02641176790401406
78,78,draw_10,159,14,0.022478212227263726
79,79,draw_10,159,15,0.028083724327786455
80,80,draw_10,159,16,0.026706889245544874
81,81,draw_10,166,8,0.014120909125684828
82,82,draw_10,166,9,0.014738487503591953
83,83,draw_10,166,10,0.013543974369437379
84,84,draw_10,166,11,0.013230014439101332
85,85,draw_10,166,12,0.015203350122627529
86,86,draw_10,166,13,0.01594919800200091
87,87,draw_10,166,14,0.012805107780895449
88,88,draw_10,166,15,0.011860408996904073
89,89,draw_10,166,16,0.010192134880274855
90,90,draw_10,44577,8,0.007802851943147042
91,91,draw_10,44577,9,0.008715487547044648
92,92,draw_10,44577,10,0.008734055420477883
93,93,draw_10,44577,11,0.010774917741133918
94,94,draw_10,44577,12,0.011603404104253
95,95,draw_10,44577,13,0.013164526076525143
96,96,draw_10,44577,14,0.010576112455288006
97,97,draw_10,44577,15,0.010076498779010831
98,98,draw_10,44577,16,0.012691588625601644
99,99,draw_10,44578,8,0.0142806198617153
100,100,draw_10,44578,9,0.01544805423196858
101,101,draw_10,44578,10,0.015058849918979898
102,102,draw_10,44578,11,0.014298908617904112
103,103,draw_10,44578,12,0.018357091951952856
104,104,draw_10,44578,13,0.015744691835910637
105,105,draw_10,44578,14,0.01647361352763028
106,106,draw_10,44578,15,0.015476948609279376
107,107,draw_10,44578,16,0.01489027792841552
108,108,draw_100,159,8,0.021433851208160506
109,109,draw_100,159,9,0.01875913324807195
110,110,draw_100,159,10,0.022501002179789627
111,111,draw_100,159,11,0.020436402171331157
112,112,draw_100,159,12,0.021879152197606035
113,113,draw_100,159,13,0.022856524533922937
114,114,draw_100,159,14,0.017808521077584287
115,115,draw_100,159,15,0.024323323359581844
116,116,draw_100,159,16,0.028639545508286818
117,117,draw_100,166,8,0.012108806504076646
118,118,draw_100,166,9,0.01504935818881126
119,119,draw_100,166,10,0.015052620682734583
120,120,draw_100,166,11,0.012600542409286854
121,121,draw_100,166,12,0.014731004775610915
122,122,draw_100,166,13,0.013356564712723921
123,123,draw_100,166,14,0.011918418125109376
124,124,draw_100,166,15,0.015452805083001115
125,125,draw_100,166,16,0.011431514114998785
126,126,draw_100,44577,8,0.008510323419287142
127,127,draw_100,44577,9,0.009958102559858633
128,128,draw_100,44577,10,0.009982090297616793
129,129,draw_100,44577,11,0.009536029700228094
130,130,draw_100,44577,12,0.01105059231262303
131,131,draw_100,44577,13,0.01350005412295648
132,132,draw_100,44577,14,0.012890122532241503
133,133,draw_100,44577,15,0.010446455007175984
134,134,draw_100,44577,16,0.01010797489252648
135,135,draw_100,44578,8,0.015228864070440416
136,136,draw_100,44578,9,0.013953682600972645
137,137,draw_100,44578,10,0.016037962396314786
138,138,draw_100,44578,11,0.013892492818226491
139,139,draw_100,44578,12,0.01927103581562049
140,140,draw_100,44578,13,0.015829009262386513
141,141,draw_100,44578,14,0.015421258223654937
142,142,draw_100,44578,15,0.01936809323227783
143,143,draw_100,44578,16,0.016894845204416236
144,144,draw_101,159,8,0.021815643933367206
145,145,draw_101,159,9,0.018770696938616636
146,146,draw_101,159,10,0.022178753102997027
147,147,draw_101,159,11,0.01697217462771229
148,148,draw_101,159,12,0.023049190643661267
149,149,draw_101,159,13,0.02724045371619146
150,150,draw_101,159,14,0.022856215554683795
151,151,draw_101,159,15,0.024779581667844497
152,152,draw_101,159,16,0.02597815567099465
153,153,draw_101,166,8,0.014684946667293345
154,154,draw_101,166,9,0.013214293463020216
155,155,draw_101,166,10,0.011648685326804667
156,156,draw_101,166,11,0.01630595377837626
157,157,draw_101,166,12,0.017458368964104434
158,158,draw_101,166,13,0.015521060699485011
159,159,draw_101,166,14,0.012158859321778211
160,160,draw_101,166,15,0.011993340773269434
161,161,draw_101,166,16,0.010771742273103966
162,162,draw_101,44577,8,0.008602237400938954
163,163,draw_101,44577,9,0.009063089296240305
164,164,draw_101,44577,10,0.00901083597783472
165,165,draw_101,44577,11,0.009527257513865387
166,166,draw_101,44577,12,0.012640323970775875
167,167,draw_101,44577,13,0.013800576067181287
168,168,draw_101,44577,14,0.011532209839815885
169,169,draw_101,44577,15,0.013065915829072539
170,170,draw_101,44577,16,0.007975600658941904
171,171,draw_101,44578,8,0.013957640097516837
172,172,draw_101,44578,9,0.01293341691817655
173,173,draw_101,44578,10,0.014448693937883483
174,174,draw_101,44578,11,0.01642022925343562
175,175,draw_101,44578,12,0.015677382527797854
176,176,draw_101,44578,13,0.018289240890596893
177,177,draw_101,44578,14,0.015185043181439187
178,178,draw_101,44578,15,0.015597852889518706
179,179,draw_101,44578,16,0.01443004435291135
180,180,draw_102,159,8,0.023505555987221337
181,181,draw_102,159,9,0.02131041001613228
182,182,draw_102,159,10,0.018761103857189505
183,183,draw_102,159,11,0.01974190196430059
184,184,draw_102,159,12,0.0245720008631341
185,185,draw_102,159,13,0.026209176575070964
186,186,draw_102,159,14,0.02283298672480721
187,187,draw_102,159,15,0.026335152081046708
188,188,draw_102,159,16,0.026359623422320823
189,189,draw_102,166,8,0.013757900873753441
190,190,draw_102,166,9,0.012713408091972184
191,191,draw_102,166,10,0.01346527119676763
192,192,draw_102,166,11,0.01394188058174263
193,193,draw_102,166,12,0.015493488222796108
194,194,draw_102,166,13,0.015894830097508677
195,195,draw_102,166,14,0.011559619141161902
196,196,draw_102,166,15,0.01460730416978297
197,197,draw_102,166,16,0.010911112044780244
198,198,draw_102,44577,8,0.007166493311301296
199,199,draw_102,44577,9,0.008956440909743485
200,200,draw_102,44577,10,0.008721192752160422
201,201,draw_102,44577,11,0.010588146821729889
202,202,draw_102,44577,12,0.011987504794373365
203,203,draw_102,44577,13,0.01458982027782083
204,204,draw_102,44577,14,0.01576809814719069
205,205,draw_102,44577,15,0.014289217539475681
206,206,draw_102,44577,16,0.0136180440769255
207,207,draw_102,44578,8,0.014741432100640047
208,208,draw_102,44578,9,0.014081399933268195
209,209,draw_102,44578,10,0.014721466511650166
210,210,draw_102,44578,11,0.01691111302823959
211,211,draw_102,44578,12,0.01591219756881787
212,212,draw_102,44578,13,0.0185682425704162
213,213,draw_102,44578,14,0.014860774465860186
214,214,draw_102,44578,15,0.015302551041511616
215,215,draw_102,44578,16,0.015628254994369494
216,216,draw_103,159,8,0.017643148173437984
217,217,draw_103,159,9,0.020251330074501656
218,218,draw_103,159,10,0.023168494411905403
219,219,draw_103,159,11,0.02077341180321602
220,220,draw_103,159,12,0.025442819781623695
221,221,draw_103,159,13,0.023736668780463276
222,222,draw_103,159,14,0.022618781789490238
223,223,draw_103,159,15,0.028432323786092423
224,224,draw_103,159,16,0.02554216575880186
225,225,draw_103,166,8,0.01083858463986641
226,226,draw_103,166,9,0.013662957861076151
227,227,draw_103,166,10,0.014149436269316789
228,228,draw_103,166,11,0.014283639255275088
229,229,draw_103,166,12,0.014864808238114483
230,230,draw_103,166,13,0.018327807344034747
231,231,draw_103,166,14,0.013065941536846483
232,232,draw_103,166,15,0.013135575685255939
233,233,draw_103,166,16,0.011157853509209531
234,234,draw_103,44577,8,0.008566705242951063
235,235,draw_103,44577,9,0.009236041180057827
236,236,draw_103,44577,10,0.009638621060579307
237,237,draw_103,44577,11,0.011514528325150868
238,238,draw_103,44577,12,0.013530568254348896
239,239,draw_103,44577,13,0.014179039899413286
240,240,draw_103,44577,14,0.01294153266666589
241,241,draw_103,44577,15,0.011294486284936664
242,242,draw_103,44577,16,0.009206238286617293
243,243,draw_103,44578,8,0.011585722429284817
244,244,draw_103,44578,9,0.014387195322193281
245,245,draw_103,44578,10,0.015129089916184302
246,246,draw_103,44578,11,0.019230050264069775
247,247,draw_103,44578,12,0.015995693257436473
248,248,draw_103,44578,13,0.018970277821194346
249,249,draw_103,44578,14,0.017570738763751155
250,250,draw_103,44578,15,0.016582155335759307
251,251,draw_103,44578,16,0.016809347104407776
252,252,draw_104,159,8,0.02178450279403645
253,253,draw_104,159,9,0.024270002072738068
254,254,draw_104,159,10,0.021398135115291858
255,255,draw_104,159,11,0.019872977428057204
256,256,draw_104,159,12,0.023510328280162182
257,257,draw_104,159,13,0.022612883769476684
258,258,draw_104,159,14,0.019509350609950096
259,259,draw_104,159,15,0.0299296995970394
260,260,draw_104,159,16,0.023670665856377997
261,261,draw_104,166,8,0.014461263340191951
262,262,draw_104,166,9,0.012387402029783477
263,263,draw_104,166,10,0.014252679694010057
264,264,draw_104,166,11,0.015727831447101836
265,265,draw_104,166,12,0.014537897984891617
266,266,draw_104,166,13,0.01475334882988486
267,267,draw_104,166,14,0.011433303818160136
268,268,draw_104,166,15,0.011156972031570457
269,269,draw_104,166,16,0.010076424537665224
270,270,draw_104,44577,8,0.008532727345845429
271,271,draw_104,44577,9,0.010186463111419661
272,272,draw_104,44577,10,0.010444378045956064
273,273,draw_104,44577,11,0.012685730507862385
274,274,draw_104,44577,12,0.011596316014977862
275,275,draw_104,44577,13,0.014468989989377932
276,276,draw_104,44577,14,0.012053570732242435
277,277,draw_104,44577,15,0.010527230117030969
278,278,draw_104,44577,16,0.010512950081604735
279,279,draw_104,44578,8,0.0143929913132353
280,280,draw_104,44578,9,0.013441688008602619
281,281,draw_104,44578,10,0.014372929955947642
282,282,draw_104,44578,11,0.017093941024161403
283,283,draw_104,44578,12,0.01690437554750629
284,284,draw_104,44578,13,0.01713074433095608
285,285,draw_104,44578,14,0.01449279247113082
286,286,draw_104,44578,15,0.014756687066945459
287,287,draw_104,44578,16,0.015213904458689408
288,288,draw_105,159,8,0.018553734310044978
289,289,draw_105,159,9,0.020745905595555912
290,290,draw_105,159,10,0.021957370815153497
291,291,draw_105,159,11,0.0222508971008283
292,292,draw_105,159,12,0.02224206041900981
293,293,draw_105,159,13,0.02153210583448271
294,294,draw_105,159,14,0.02225141069376051
295,295,draw_105,159,15,0.02295785786733369
296,296,draw_105,159,16,0.0231405365891429
297,297,draw_105,166,8,0.015981499259374577
298,298,draw_105,166,9,0.015680543942763917
299,299,draw_105,166,10,0.012404021196406328
300,300,draw_105,166,11,0.016482251449606168
301,301,draw_105,166,12,0.016404738397466347
302,302,draw_105,166,13,0.01332928318890996
303,303,draw_105,166,14,0.015350263048813869
